snp_id,beta,se,z_score,p_value,odds_ratio,p_bonferroni,p_fdr,significant_bonferroni,significant_fdr
SNP_00049,0.2877044246936256,0.6518947977743862,0.4413356659323995,0.658970009364225,1.3333631366555438,1.0,1.0,False,False
SNP_00050,-0.6833950040754879,0.7465550222886805,-0.9153980398932074,0.3599827070236101,0.5048999419575976,1.0,1.0,False,False
SNP_00051,0.5907170982509989,0.6398160306411277,0.9232608593114975,0.3558712799964985,1.8052825162786448,1.0,1.0,False,False
SNP_00052,0.4959375070818673,0.7172494533319665,0.6914435483749768,0.48928684500218733,1.6420369389322662,1.0,1.0,False,False
SNP_00053,1.273369035459074,0.7813987290175783,1.629602132908548,0.10318561332589819,3.572869432166527,1.0,1.0,False,False
SNP_00054,-0.5810577104031848,0.7762327599807015,-0.7485611795328386,0.45412173758636876,0.5593064693214781,1.0,1.0,False,False
SNP_00055,0.9561328023599515,0.8249647919500834,1.158998313248991,0.24645687259140547,2.6016160310789256,1.0,1.0,False,False
SNP_00057,-1.110559395640318,1.0898849037343987,-1.018969426803766,0.30821748130679905,0.32937465878289135,1.0,1.0,False,False
SNP_00058,0.8759577289008954,0.6548704341875149,1.3376046362326302,0.18102535232185257,2.4011738666948443,1.0,1.0,False,False
SNP_00061,-0.13555127890814792,1.1627336956164336,-0.11657981480985996,0.9071930340858223,0.8732343832746317,1.0,1.0,False,False
SNP_00063,-0.05629952763555571,0.68155370254411,-0.08260468313120493,0.9341658774044608,0.945255963199838,1.0,1.0,False,False
SNP_00064,0.13529515383178847,0.8379385577997317,0.1614619026328708,0.8717296149086986,1.1448746486273538,1.0,1.0,False,False
SNP_00067,-0.19174976389795853,0.6369276810475588,-0.30105421636344415,0.7633731523649876,0.8255134159071741,1.0,1.0,False,False
SNP_00069,-1.6055735266625488,0.6839443609258533,-2.3475206733031455,0.018898824353448543,0.2007743724275332,1.0,0.8985436175315952,False,False
SNP_00070,-0.381719784537416,0.6643619250580797,-0.5745660161124456,0.5655848412157432,0.6826863256699348,1.0,1.0,False,False
SNP_00071,0.6694615735084088,0.6388925772039927,1.0478468484298193,0.29470917404888886,1.9531853907105357,1.0,1.0,False,False
SNP_00072,0.9765821882934119,1.0985670622024732,0.8889600115403982,0.3740245712894863,2.655365176818164,1.0,1.0,False,False
SNP_00076,-0.5424370838521224,0.7174851547576796,-0.7560255153088468,0.4496338978958324,0.5813297751942637,1.0,1.0,False,False
SNP_00078,0.03995315224881865,0.7157109897970311,0.05582302468227991,0.9554827924970279,1.040762015690334,1.0,1.0,False,False
SNP_00079,0.7374824954831015,0.7320683781975151,1.0073956442414804,0.31374468367442077,2.090665623639817,1.0,1.0,False,False
SNP_00081,0.5581492230746439,0.6583068708973515,0.8478556851667358,0.3965183466890906,1.747435392534898,1.0,1.0,False,False
SNP_00082,-0.2786928988639053,0.8264020927038782,-0.3372364389253409,0.7359386702139278,0.7567722731575361,1.0,1.0,False,False
SNP_00083,-0.6970364408652031,0.6449160277349549,-1.0808173636392682,0.27977836307388215,0.49805914653604005,1.0,1.0,False,False
SNP_00084,-0.4535202507285579,0.6894542471800477,-0.6577960068902488,0.5106692206121355,0.6353874868213161,1.0,1.0,False,False
SNP_00085,0.8004045353164735,0.6541722854038075,1.2235378250889974,0.221126626725206,2.2264414205244343,1.0,1.0,False,False
SNP_00086,0.24451684604875157,0.6244990315512196,0.3915407930119376,0.6953975419683758,1.2770041745177154,1.0,1.0,False,False
SNP_00088,0.8575589864317501,0.7518643962890391,1.1405766660376333,0.25404613203526405,2.3573992211656596,1.0,1.0,False,False
SNP_00089,0.14309734533189708,0.65355999212871,0.21895058916598426,0.8266885379513683,1.153842117343088,1.0,1.0,False,False
SNP_00091,-0.2539585869453411,0.7378803276130567,-0.3441731368104946,0.7307160833279265,0.7757239264786535,1.0,1.0,False,False
SNP_00092,-0.1341294417751438,1.1390050959269333,-0.11776017706574698,0.9062576840276516,0.8744768634394865,1.0,1.0,False,False
SNP_00093,-23.696660389213704,132541.78180256236,-0.00017878634244190906,0.9998573491384432,5.112945381297801e-11,1.0,1.0,False,False
SNP_00094,-0.19765186403008225,0.7138663381181425,-0.2768751704291337,0.7818759586698267,0.8206555031119748,1.0,1.0,False,False
SNP_00096,-0.259650761908209,0.6767502925995578,-0.38367292153037585,0.701220884900051,0.7713209134150578,1.0,1.0,False,False
SNP_00097,1.1876409619222288,0.7499405667641781,1.583646777566158,0.11327412265111204,3.2793359968653215,1.0,1.0,False,False
SNP_00098,-0.4021614560695865,0.6315728911596414,-0.636761744683454,0.5242800479859657,0.6688727434075652,1.0,1.0,False,False
SNP_00099,0.034613960754562086,0.7433796312535752,0.04656296634895942,0.9628615485699437,1.0352199961060349,1.0,1.0,False,False
SNP_00101,0.1460800440463672,0.6795437181453424,0.21496783819157203,0.8297923937588471,1.1572888184233339,1.0,1.0,False,False
SNP_00102,-1.494514737428821,1.1087440924348415,-1.3479347918299285,0.1776793566431334,0.22435745059232565,1.0,1.0,False,False
SNP_00103,-0.3716359786947263,1.114598376402975,-0.33342591068010313,0.7388128071658746,0.6896052278346106,1.0,1.0,False,False
SNP_00104,,,,1.0,,1.0,1.0,False,False
SNP_00105,0.32098816418970716,0.745191661435564,0.43074578098652366,0.6666532268427472,1.3784892652597653,1.0,1.0,False,False
SNP_00106,-1.062083016147092,0.6390088285925164,-1.6620787829902768,0.09649697908962108,0.3457348883895782,1.0,1.0,False,False
SNP_00110,-1.22458112121834,1.0961085928047551,-1.1172078471575937,0.2639054661698119,0.2938807749660262,1.0,1.0,False,False
SNP_00111,0.3551566556454927,0.6853734658583438,0.5181943470786453,0.6043226784758259,1.426404091033323,1.0,1.0,False,False
SNP_00112,-0.8945827001058745,0.6660094512163501,-1.3431982060796213,0.1792078023998822,0.40877814613075,1.0,1.0,False,False
SNP_00113,0.28423628192576245,1.121311747040749,0.2534855116571192,0.7998930556778068,1.3287468525294797,1.0,1.0,False,False
SNP_00114,-0.533434276128841,0.6243603981696799,-0.8543691715435668,0.39290047170707854,0.5865870047893604,1.0,1.0,False,False
SNP_00115,-1.0236287217511473,0.6456302416040783,-1.5854720795109067,0.1128591157010139,0.35928881269013785,1.0,1.0,False,False
SNP_00116,-0.6714644589494,0.9127007937867893,-0.7356895748534398,0.4619196355526566,0.5109597500279051,1.0,1.0,False,False
SNP_00117,0.030160441359585247,0.6379667894139207,0.04727587996750217,0.9622933515804689,1.030619874743331,1.0,1.0,False,False
SNP_00119,0.6743661235299607,0.679996376125298,0.9917201726464793,0.32133404775423946,1.962788416170257,1.0,1.0,False,False
SNP_00121,-0.9760393627073144,1.0940837847870573,-0.8921065975740441,0.3723357989392645,0.37680051756251665,1.0,1.0,False,False
SNP_00122,23.51861834486075,108367.03804445133,0.000217027416908946,0.9998268371761367,16368397726.036674,1.0,1.0,False,False
SNP_00123,0.2770487157137906,0.8682375823790235,0.3190932082836824,0.7496558336845605,1.3192306367316944,1.0,1.0,False,False
SNP_00124,0.0929319994433904,0.6291300870282107,0.14771507730995426,0.8825676322025778,1.0973871097965415,1.0,1.0,False,False
SNP_00125,-38.26161105663594,125510350.23370546,-3.0484825343400957e-07,0.9999997567662852,2.4165370016342183e-17,1.0,1.0,False,False
SNP_00126,-0.22786327787416566,0.8453341095365732,-0.269554103287142,0.7875033138754789,0.7962331150779772,1.0,1.0,False,False
SNP_00127,-1.4850933225300642,0.724986700981583,-2.048442158344902,0.04051669423077306,0.22648120389125587,1.0,1.0,False,False
SNP_00128,0.13114231634251083,0.6695323191576438,0.1958715249287808,0.8447107253489511,1.1401300289021747,1.0,1.0,False,False
SNP_00129,-0.04401749781511604,0.8754104304537543,-0.050282126284810554,0.9598975669095642,0.9569372130161203,1.0,1.0,False,False
SNP_00130,0.3765936616071033,0.639184391763279,0.5891784381158265,0.5557415797335811,1.4573120272187972,1.0,1.0,False,False
SNP_00131,1.4549715268865053,0.6732599480602338,2.161084334629594,0.030688825441869353,4.284361474754872,1.0,1.0,False,False
SNP_00132,-0.3065463406430035,0.7337971288684084,-0.4177535296652494,0.676127330280584,0.7359844113982363,1.0,1.0,False,False
SNP_00133,-0.057687336255248134,0.6820926709623607,-0.08457404501041976,0.9326000342009424,0.9439450386928636,1.0,1.0,False,False
SNP_00134,-0.24658706417045262,0.6313104688765957,-0.390595556904433,0.6960962103438527,0.7814633211193139,1.0,1.0,False,False
SNP_00135,0.37016252292871293,0.7179613948902789,0.5155744104949853,0.6061516866160064,1.44796992385395,1.0,1.0,False,False
SNP_00136,1.913079624613652,1.0287184068267754,1.8596727850090788,0.06293183468586046,6.773917833355553,1.0,1.0,False,False
SNP_00138,0.6486676172862986,0.9085131745244734,0.7139881241962385,0.47523452297187774,1.912990295046931,1.0,1.0,False,False
SNP_00139,-0.08265787047290102,0.7386188796236628,-0.11190868897775322,0.910895807075802,0.9206660803937851,1.0,1.0,False,False
SNP_00140,-0.9702846946848079,0.7046393684720572,-1.3769947268044036,0.16851387817289987,0.37897513053843385,1.0,1.0,False,False
SNP_00141,-0.7688660566712764,0.7760636225420122,-0.990725546641189,0.32181961319073815,0.46353839668116154,1.0,1.0,False,False
SNP_00142,0.4581679572399262,1.1553079871484846,0.3965764647492571,0.6916798107890747,1.5811745504738295,1.0,1.0,False,False
SNP_00143,1.1310360227147715,1.0802158265652775,1.0470463354634278,0.29507820820311315,3.0988653325005706,1.0,1.0,False,False
SNP_00144,-0.007699005765429716,0.679703224382856,-0.011327010803016438,0.9909625462132938,0.9923305556662655,1.0,1.0,False,False
SNP_00145,-40.090127607964234,370712043.21186787,-1.0814358028571541e-07,0.999999913713907,3.882208007720229e-18,1.0,1.0,False,False
SNP_00146,-0.5119456700803604,0.9019221088129535,-0.5676162775898101,0.5702955518691554,0.5993283484220312,1.0,1.0,False,False
SNP_00147,0.4379333989807272,0.6510275149241427,0.672680322938048,0.5011506885878958,1.5495017055899163,1.0,1.0,False,False
SNP_00149,0.1646569353081999,0.8368515465972776,0.19675763996339796,0.844017201459828,1.1789885799700557,1.0,1.0,False,False
SNP_00150,0.06848979131220863,0.7310055104743863,0.09369257868899257,0.9253533656933718,1.0708896925166467,1.0,1.0,False,False
SNP_00152,0.5873303220450257,0.8599990634280561,0.6829429786863475,0.494642874584745,1.7991787702526483,1.0,1.0,False,False
SNP_00153,-23.030384812746146,64086.57751153707,-0.00035936362506798155,0.9997132693180156,9.954763797253965e-11,1.0,1.0,False,False
SNP_00154,-0.29348980400811714,1.1214293445707049,-0.2617104728256136,0.7935446657356864,0.7456568255362823,1.0,1.0,False,False
SNP_00156,0.8232059780247367,1.092766762451807,0.7533226726055751,0.4512560376189837,2.277790691029956,1.0,1.0,False,False
SNP_00157,1.8765456695360856,0.723481622151614,2.5937710262152773,0.009492968539613978,6.53090594523552,1.0,0.8985436175315952,False,False
SNP_00158,26.35220685698614,293727.5181705145,8.971650671725002e-05,0.9999284165845371,278367176230.86017,1.0,1.0,False,False
SNP_00159,0.08665552012470208,0.6560148684847803,0.13209383550231607,0.8949100717435354,1.0905209524850363,1.0,1.0,False,False
SNP_00161,-0.32345566200179565,0.6534251208786102,-0.49501565162794764,0.6205890723124163,0.723644042139343,1.0,1.0,False,False
SNP_00162,0.7927181460014207,0.8417729614462967,0.941724410628975,0.34633375395816457,2.2093937265178756,1.0,1.0,False,False
SNP_00163,-1.5520553380019606,0.6584119491373723,-2.3572709153219464,0.018409810408851604,0.2118121805049997,1.0,0.8985436175315952,False,False
SNP_00165,0.6104902995965776,0.6432794973824297,0.9490280695727523,0.34260633606068835,1.8413339828041986,1.0,1.0,False,False
SNP_00166,-0.2621743996779845,0.7304040491231527,-0.35894434045474405,0.7196367280448721,0.7693768329345896,1.0,1.0,False,False
SNP_00167,0.5368361788012311,0.627218951769074,0.8558991677261698,0.39205355536807796,1.7105863026591563,1.0,1.0,False,False
SNP_00168,0.6523981670568859,1.0966595801924544,0.5948957897603881,0.5519131317701796,1.92014012866632,1.0,1.0,False,False
SNP_00169,-0.07624432812696481,0.6671485379358885,-0.11428388700792105,0.909012755112614,0.9265897869530585,1.0,1.0,False,False
SNP_00170,-0.9047476061846258,0.8103720977230664,-1.116459474267105,0.26422550787330845,0.4046440018591554,1.0,1.0,False,False
SNP_00171,0.7713863505926339,0.701653527438522,1.0993835567372983,0.27160079997268594,2.1627625234710335,1.0,1.0,False,False
SNP_00175,-0.08874804685130977,0.6261475301150834,-0.14173663966221864,0.8872880328227966,0.9150761008370948,1.0,1.0,False,False
SNP_00177,0.65622722287728,0.8206340502762133,0.7996587792773205,0.4239085216707831,1.9275065466143924,1.0,1.0,False,False
SNP_00178,0.6526608925202239,1.106023940930173,0.590096532604287,0.555125933343702,1.92064466464562,1.0,1.0,False,False
SNP_00180,0.3245907854822154,0.7206500490020317,0.4504138810948729,0.6524120377855491,1.383464396414031,1.0,1.0,False,False
SNP_00181,0.32004260358734415,0.6755452851843321,0.47375447746632704,0.6356750002768539,1.3771864361687554,1.0,1.0,False,False
SNP_00182,0.0703974994466401,0.7484664843898159,0.09405564699938616,0.9250649526973619,1.072934587405272,1.0,1.0,False,False
SNP_00183,-1.4323790234622478,0.6722139127585577,-2.1308381101251057,0.033102481515058645,0.23874027738094564,1.0,1.0,False,False
SNP_00184,-0.3986323846419823,0.6288488466400671,-0.6339081112605534,0.5261407917430438,0.6712374131851012,1.0,1.0,False,False
SNP_00187,-0.15097684602784295,1.1169448514925409,-0.13516947217769704,0.8924778832187285,0.8598676077793662,1.0,1.0,False,False
SNP_00188,0.5350853560487366,0.7153554004298471,0.7479993241502214,0.4544605652002416,1.7075939895097092,1.0,1.0,False,False
SNP_00190,-1.680998811351323,0.7124500769893641,-2.35946189865654,0.018301460136861788,0.18618791653119313,1.0,0.8985436175315952,False,False
SNP_00193,0.8765521755950363,0.715476955839284,1.2251298500128553,0.2205262999999279,2.4026016608936844,1.0,1.0,False,False
SNP_00194,-0.12510112279106692,0.8363362667029449,-0.1495823244449844,0.8810941543198147,0.8824076665466728,1.0,1.0,False,False
SNP_00195,-0.26280035882395386,0.8674894981950076,-0.30294356228030966,0.7619328723622215,0.7688953851683538,1.0,1.0,False,False
SNP_00196,1.055292489730238,0.921308253300607,1.1454282385397392,0.2520318062841417,2.8728153000004246,1.0,1.0,False,False
SNP_00198,1.667782110588806,0.6619278345600148,2.5195829870145667,0.011749394035154636,5.300399052185005,1.0,0.8985436175315952,False,False
SNP_00199,0.371389684627595,0.7311869978643676,0.5079270907611056,0.611504475213333,1.4497479077994104,1.0,1.0,False,False
SNP_00200,-0.7377106733542711,0.629564732586978,-1.1717789055986425,0.24128583389434988,0.47820743635648116,1.0,1.0,False,False
SNP_00201,-0.3470783095994275,0.6408458851207411,-0.5415940363478106,0.5880982010351827,0.706749980782768,1.0,1.0,False,False
SNP_00202,-25.18891766640257,115724.41761889301,-0.00021766294602886178,0.9998263300972761,1.1497199103946056e-11,1.0,1.0,False,False
SNP_00203,0.1570973366445768,0.6205190896859969,0.2531708359271803,0.8001362020803466,1.1701095028908364,1.0,1.0,False,False
SNP_00204,-0.46189612431555,0.6842753345443419,-0.6750150136905433,0.49966622627827384,0.6300877873428304,1.0,1.0,False,False
SNP_00205,0.8319784255667663,0.7124375385984557,1.1677913929177253,0.24289092078401986,2.2978603918710943,1.0,1.0,False,False
SNP_00206,1.3533334079407007,0.719690887896403,1.8804370469332776,0.06004853851469547,3.8703053585255422,1.0,1.0,False,False
SNP_00208,-0.6140336817429562,1.1043439204631522,-0.5560167175868871,0.5781994264205752,0.5411635789756709,1.0,1.0,False,False
SNP_00211,0.16851077714155951,0.8434875312794438,0.1997786225552783,0.841653721018017,1.1835409819648308,1.0,1.0,False,False
SNP_00212,1.768531755585415,0.7218513532898216,2.4499943756084552,0.014285844618176918,5.8622398386516,1.0,0.8985436175315952,False,False
SNP_00213,-0.006914751435554318,0.6647150514225513,-0.010402579903608492,0.9917000917965819,0.9931091004498692,1.0,1.0,False,False
SNP_00214,-23.971169134139096,111979.59735177549,-0.00021406729173025572,0.99982919901426,3.8855591110594335e-11,1.0,1.0,False,False
SNP_00215,0.2863490791379407,0.665051823256826,0.43056656507707974,0.6667835565635829,1.3315571929694923,1.0,1.0,False,False
SNP_00217,-24.064567801941394,196208.5577545206,-0.0001226479011789533,0.9999021411334797,3.539085006490709e-11,1.0,1.0,False,False
SNP_00218,-0.0661583136402208,0.641329407405568,-0.10315808518411379,0.9178375055536401,0.9359826737373723,1.0,1.0,False,False
SNP_00219,0.6124165689953835,1.2600277983143562,0.48603417306718477,0.6269429371864204,1.84488430645036,1.0,1.0,False,False
SNP_00220,0.4977954089787729,0.7295008043271962,0.6823781495866609,0.49499986863807544,1.6450905182229139,1.0,1.0,False,False
SNP_00221,0.8869003183089043,1.1414681767357941,0.7769820800831555,0.4371693429107537,2.427593210811802,1.0,1.0,False,False
SNP_00222,0.027010183759832492,0.8875062020073409,0.030433797193463535,0.9757210910696048,1.0273782652837262,1.0,1.0,False,False
SNP_00228,0.01460734296978724,0.8376417358918866,0.01743865228280912,0.9860866737749512,1.0147145515790297,1.0,1.0,False,False
SNP_00229,-1.4869711974376862,0.759477893831035,-1.9578860813669718,0.050243381480218,0.22605629960483495,1.0,1.0,False,False
SNP_00230,0.9456275213848371,1.0940659778163375,0.8643240358065325,0.3874099099322029,2.574428380673761,1.0,1.0,False,False
SNP_00231,0.16115150893262364,0.6265763355025912,0.25719373650356636,0.7970292189643693,1.1748629575627678,1.0,1.0,False,False
SNP_00232,1.563049086350513,0.7061715515834621,2.2134127080674064,0.026869205325316007,4.773353445749467,1.0,1.0,False,False
SNP_00234,0.40713927236720776,0.6595035581335312,0.6173420406092386,0.5370091427400665,1.5025133496816288,1.0,1.0,False,False
SNP_00235,-0.5730168334461109,0.8176129804048192,-0.7008411646820931,0.4834021451729741,0.5638219135592735,1.0,1.0,False,False
SNP_00238,-0.010505167298090036,0.6217946671404246,-0.016894913792687087,0.9865204503946352,0.9895498192557972,1.0,1.0,False,False
SNP_00243,-0.7087058618630149,0.6676565697041902,-1.0614826454520052,0.2884706156992497,0.49228086484564115,1.0,1.0,False,False
SNP_00244,0.10492264927844636,0.7472499750693795,0.14041171332083974,0.888334703643964,1.1106246994112365,1.0,1.0,False,False
SNP_00245,20.97028064971799,23159.333344527004,0.0009054785963721909,0.9992775327065413,1280198075.9194937,1.0,1.0,False,False
SNP_00246,-1.746872522898074,0.8095838886097614,-2.157741214314244,0.030947957669786055,0.1743182682174451,1.0,1.0,False,False
SNP_00247,1.306723896800443,0.8165097651200247,1.6003775491997432,0.10951485254892793,3.6940517718592116,1.0,1.0,False,False
SNP_00249,19.40630745589668,12341.416552706523,0.0015724538081198463,0.9987453639009634,267949062.71027434,1.0,1.0,False,False
SNP_00250,1.2732939207409033,0.6833826119665564,1.8632225907486453,0.062430955786533515,3.5726010671652757,1.0,1.0,False,False
SNP_00252,1.4336808096002231,0.9383091849297943,1.5279407178642221,0.12652725740962242,4.194108530047572,1.0,1.0,False,False
SNP_00254,,,,1.0,,1.0,1.0,False,False
SNP_00255,18.199584516229184,5060.058702542746,0.003596714106712567,0.997130243531997,80163953.6631153,1.0,1.0,False,False
SNP_00256,0.6721924362341923,0.6794911728569668,0.989258526211479,0.32253667011785414,1.9585265615734184,1.0,1.0,False,False
SNP_00257,0.5377431857969345,1.1853774545859244,0.4536472190495463,0.6500827617200882,1.7121385202321089,1.0,1.0,False,False
SNP_00259,-0.3046581225537129,0.8575750077452612,-0.3552553651892456,0.722398290741288,0.7373754233309322,1.0,1.0,False,False
SNP_00261,1.152143737595059,1.0976677586836592,1.0496288412230748,0.29388879155225067,3.1649705086639806,1.0,1.0,False,False
SNP_00262,-20.085362705345393,24894.75454800436,-0.0008068110358997494,0.9993562580008102,1.892508374844942e-09,1.0,1.0,False,False
SNP_00265,1.1130613556940487,0.8262647508490472,1.3471001329178054,0.17794798535375467,3.0436618781547535,1.0,1.0,False,False
SNP_00266,0.8640404767230073,0.635931348089221,1.3587008712798707,0.1742413959077278,2.372728305321157,1.0,1.0,False,False
SNP_00267,0.4872829824737959,0.7228049880213006,0.6741555337183645,0.5002124362730787,1.6278872077539888,1.0,1.0,False,False
SNP_00268,0.9884031573364,0.716227269764295,1.3800132989374674,0.16758255017032464,2.6869404236985583,1.0,1.0,False,False
SNP_00270,0.7663536148068946,0.8427903682822375,0.9093051411691674,0.3631890775655341,2.151905254921541,1.0,1.0,False,False
SNP_00271,0.12300653512130726,1.1174408546837635,0.11007878815753357,0.9123468905098772,1.1308918114385136,1.0,1.0,False,False
SNP_00274,0.2569144529375364,0.6724169540176484,0.38207610828740846,0.7024049127162371,1.2929345152784375,1.0,1.0,False,False
SNP_00275,0.6806036720375617,0.8742813206190863,0.7784721644923401,0.4362907102361713,1.9750696667555354,1.0,1.0,False,False
SNP_00276,-0.1581680918339,0.8904660183855406,-0.17762395034531092,0.8590183139836626,0.8537062688547847,1.0,1.0,False,False
SNP_00279,27.235321054324867,414155.5997904008,6.576108367992208e-05,0.9999475302466679,673208586762.3694,1.0,1.0,False,False
SNP_00280,-0.12650203393694393,0.6220875593732818,-0.20335084994206862,0.8388608131912252,0.8811723572926814,1.0,1.0,False,False
SNP_00282,-0.3666465120139377,0.623971639321881,-0.5876012448456812,0.5567999752872966,0.6930545882202274,1.0,1.0,False,False
SNP_00283,-0.6381089371254454,0.7070376415144715,-0.9025105590681408,0.3667857148838698,0.5282905105949626,1.0,1.0,False,False
SNP_00284,-1.224096299069094,0.8246158105183121,-1.484444372100613,0.1376910705256331,0.29402328941925754,1.0,1.0,False,False
SNP_00285,0.016105453705769317,0.8208396768712717,0.01962070567441035,0.9843459462724077,1.0162358455916294,1.0,1.0,False,False
SNP_00286,1.0892956961900488,0.6607013633046874,1.648696001990406,0.09920992963607776,2.9721800175139568,1.0,1.0,False,False
SNP_00288,-59.5230226208485,6459057287156.387,-9.215435004610965e-12,0.9999999999926471,1.4108463845044628e-26,1.0,1.0,False,False
SNP_00289,24.565990594446582,245067.3472725794,0.00010024179421635772,0.9999200186201815,46652417941.80873,1.0,1.0,False,False
SNP_00291,0.8684836785734705,0.6552231295266531,1.3254777486272216,0.1850127448431561,2.383294272096763,1.0,1.0,False,False
SNP_00292,-0.5310520762798868,1.0924241223882032,-0.486122619774202,0.6268802302084144,0.5879860379902965,1.0,1.0,False,False
SNP_00293,0.2796214999541545,0.658992223137435,0.42431684341112247,0.6713347570498145,1.322629102408151,1.0,1.0,False,False
SNP_00294,-0.15803342503892598,0.757530232425526,-0.20861665749355093,0.8347475058839848,0.8538212424832519,1.0,1.0,False,False
SNP_00295,-0.3592385526636847,0.6353986682401029,-0.5653750481704448,0.5718186924889334,0.6982077721595545,1.0,1.0,False,False
SNP_00297,0.003723450753193204,0.7262006679068314,0.005127302848571475,0.9959090221433515,1.0037303914076703,1.0,1.0,False,False
SNP_00298,-0.6309386323819626,0.6358400236157556,-0.9922914710434223,0.3210553626372279,0.5320921276375924,1.0,1.0,False,False
SNP_00302,0.8102825936371001,0.6791334456072635,1.1931124860336784,0.23282532213445228,2.2485433209367742,1.0,1.0,False,False
SNP_00303,0.33687258843110257,1.1999938343682914,0.28072859941688055,0.7789185713116644,1.40056060474592,1.0,1.0,False,False
SNP_00305,-0.45241336581394653,0.760948907958215,-0.5945384257503781,0.5521520495136172,0.6360911770256008,1.0,1.0,False,False
SNP_00306,-20.996227192606227,34452.03482400167,-0.0006094335878813987,0.9995137423794949,7.611222001258406e-10,1.0,1.0,False,False
